NAME,YYMMDD,HOUR,Wind_Speed,ID,DELV24,PER,SHRD,POT,PC2
VINC,51008,6,40,AL242005,10,9999,19.4,-53,9999
VINC,51008,12,45,AL242005,10,9999,19.6,-46,9999
VINC,51008,18,45,AL242005,20,5,19.6,-45,9999
VINC,51009,0,45,AL242005,15,0,23,-44,99
VINC,51009,6,50,AL242005,0,5,16.9,-37,108
VINC,51009,12,55,AL242005,-10,10,15.1,-28,102
VINC,51009,18,65,AL242005,-30,15,20.7,-13,117
VINC,51010,0,60,AL242005,-30,5,17.7,-13,141
VINC,51010,6,50,AL242005,-20,-15,27.3,-20,115
VINC,51010,12,45,AL242005,-15,-15,27.2,-18,182
VINC,51010,18,35,AL242005,9999,-15,20.5,-25,181
VINC,51011,0,30,AL242005,9999,-15,22,-31,202
VINC,51011,6,30,AL242005,9999,-5,15,-27,173
VINC,51011,12,30,AL242005,9999,9999,22,-19,114
WILM,51015,18,25,AL252005,5,9999,4.4,-128,-49
WILM,51016,0,25,AL252005,5,9999,8.1,-128,-31
WILM,51016,6,30,AL252005,5,5,4.8,-126,-33
WILM,51016,12,30,AL252005,10,5,5,-128,-39
WILM,51016,18,30,AL252005,15,0,3.3,-121,17
WILM,51017,0,30,AL252005,25,0,4.9,-122,7
WILM,51017,6,35,AL252005,25,5,8.3,-122,-36
WILM,51017,12,40,AL252005,25,10,7.9,-119,-24
WILM,51017,18,45,AL252005,30,10,8.5,-107,-79
WILM,51018,0,55,AL252005,75,15,7.4,-96,-70
WILM,51018,6,60,AL252005,90,15,4.2,-91,-123
WILM,51018,12,65,AL252005,95,10,8.4,-90,-135
WILM,51018,18,75,AL252005,65,15,2.2,-73,9999
WILM,51019,0,130,AL252005,5,65,4.1,-19,-176
WILM,51019,6,150,AL252005,-20,75,4,-2,-205
WILM,51019,12,160,AL252005,-30,30,9.2,3,-222
WILM,51019,18,140,AL252005,-10,-10,6.2,-9,-192
WILM,51020,0,135,AL252005,-5,-25,10.8,-16,-167
WILM,51020,6,130,AL252005,0,-10,1.6,-27,-167
WILM,51020,12,130,AL252005,-5,-5,5.9,-28,-164
WILM,51020,18,130,AL252005,-10,0,0.3,-18,-145
WILM,51021,0,130,AL252005,-10,0,8.9,-14,-121
WILM,51021,6,130,AL252005,-20,0,10.3,-13,-108
WILM,51021,12,125,AL252005,-25,-5,3,-21,-133
WILM,51021,18,120,AL252005,-35,-10,6.3,-16,-123
WILM,51022,0,120,AL252005,-35,-5,6.5,-8,-98
WILM,51022,6,110,AL252005,-25,-10,6.5,-25,-112
WILM,51022,12,100,AL252005,-15,9999,6.7,-39,-121
WILM,51022,18,85,AL252005,5,9999,6.9,-46,-124
WILM,51023,0,85,AL252005,10,9999,12.1,-49,-95
WILM,51023,6,85,AL252005,25,9999,13.8,-55,-107
WILM,51023,12,85,AL252005,10,0,13,-58,-107
WILM,51023,18,90,AL252005,15,5,5.9,-48,-106
WILM,51024,0,95,AL252005,15,10,18.3,-45,-106
WILM,51024,6,110,AL252005,-10,20,16.5,-17,-108
WILM,51024,12,95,AL252005,-5,9999,21.7,-16,-104
WILM,51024,18,105,AL252005,-30,9999,28.5,0,-71
WILM,51025,0,110,AL252005,9999,9999,32.6,18,-89
WILM,51025,6,100,AL252005,9999,-5,30.2,19,-84
WILM,51025,12,90,AL252005,9999,-20,47,26,-95
WILM,51025,18,75,AL252005,9999,-25,56.8,48,-57
ALPH,51022,12,30,AL262005,5,9999,12.5,-123,-73
ALPH,51022,18,35,AL262005,-5,9999,18.3,-107,-101
ALPH,51023,0,45,AL262005,-15,15,13,-96,-51
ALPH,51023,6,45,AL262005,-15,10,10.9,-99,-59
ALPH,51023,12,35,AL262005,-5,9999,12.4,-115,-103
ALPH,51023,18,30,AL262005,0,9999,7.5,-114,-22
ALPH,51024,0,30,AL262005,9999,9999,7.3,-108,42
ALPH,51024,6,30,AL262005,9999,0,4.5,-97,100
ALPH,51024,12,30,AL262005,9999,0,14.1,-90,99
ALPH,51024,18,30,AL262005,9999,0,15.1,-70,196
BETA,51026,18,30,AL272005,20,9999,1.4,-137,-36
BETA,51027,0,30,AL272005,20,9999,3.3,-139,-27
BETA,51027,6,35,AL272005,15,5,8.6,-134,-18
BETA,51027,12,45,AL272005,5,15,2.9,-125,-31
BETA,51027,18,50,AL272005,0,15,5.3,-113,-80
BETA,51028,0,50,AL272005,10,5,12.8,-112,-47
BETA,51028,6,50,AL272005,20,0,12.3,-113,-55
BETA,51028,12,50,AL272005,25,0,12.6,-115,-99
BETA,51028,18,50,AL272005,25,0,17.3,-104,-116
BETA,51029,0,60,AL272005,30,10,17.5,-97,-56
BETA,51029,6,70,AL272005,30,20,14.1,-90,-114
BETA,51029,12,75,AL272005,15,15,7.7,-87,-133
BETA,51029,18,75,AL272005,-20,5,7.8,-79,-143
BETA,51030,0,90,AL272005,-70,15,10.1,-65,-144
BETA,51030,6,100,AL272005,9999,25,12.5,-59,-96
BETA,51030,12,90,AL272005,9999,0,9.7,-76,-34
BETA,51030,18,55,AL272005,9999,9999,8.5,-100,19
BETA,51031,0,20,AL272005,9999,9999,9.9,-129,73
GAMM,51114,0,30,AL282005,0,9999,18,-120,51
GAMM,51114,6,30,AL282005,5,9999,22.9,-125,3
GAMM,51114,12,30,AL282005,5,0,28.9,-126,23
GAMM,51114,18,30,AL282005,0,0,27.3,-120,22
GAMM,51115,0,30,AL282005,0,0,26.9,-122,76
GAMM,51115,6,35,AL282005,-5,5,29.9,-122,106
GAMM,51115,12,35,AL282005,-10,5,34,-121,63
GAMM,51115,18,30,AL282005,9999,-5,32.6,-117,25
GAMM,51116,0,30,AL282005,9999,-5,26,-119,65
GAMM,51116,6,30,AL282005,9999,0,20.1,-125,97
GAMM,51116,12,25,AL282005,9999,-5,23.7,-132,72
GAMM,51118,18,35,AL282005,5,9999,20.2,-100,50
GAMM,51119,0,40,AL282005,0,9999,22.9,-92,18
GAMM,51119,6,40,AL282005,-5,5,24.4,-74,28
GAMM,51119,12,45,AL282005,-15,5,22.7,-71,64
GAMM,51119,18,40,AL282005,-10,0,22.7,-89,102
GAMM,51120,0,40,AL282005,-15,-5,30.9,-87,76
GAMM,51120,6,35,AL282005,9999,-5,33.2,-100,116
GAMM,51120,12,30,AL282005,9999,-10,37.4,-105,133
GAMM,51120,18,30,AL282005,9999,-5,36.1,-99,173
GAMM,51121,0,25,AL282005,9999,-5,34.1,-107,189
DELT,51122,18,45,AL292005,5,9999,4.5,-57,9999
DELT,51123,0,45,AL292005,10,9999,16.7,-59,75
DELT,51123,6,45,AL292005,10,0,31.7,-62,77
DELT,51123,12,50,AL292005,10,5,39,-61,84
DELT,51123,18,50,AL292005,10,5,43.5,-63,58
DELT,51124,0,55,AL292005,5,5,47.9,-61,52
DELT,51124,6,55,AL292005,0,5,34,-61,9
DELT,51124,12,60,AL292005,-5,5,38.7,-52,87
DELT,51124,18,60,AL292005,-10,5,39.5,-50,62
DELT,51125,0,60,AL292005,-15,0,45.6,-52,30
DELT,51125,6,55,AL292005,-15,-5,41.3,-60,74
DELT,51125,12,55,AL292005,-20,-5,40.8,-56,88
DELT,51125,18,50,AL292005,-15,-5,51.9,-61,72
DELT,51126,0,45,AL292005,-10,-10,49.7,-54,132
DELT,51126,6,40,AL292005,5,-10,45.5,-61,158
DELT,51126,12,35,AL292005,25,-10,38.8,-63,166
DELT,51126,18,35,AL292005,25,-5,36,-60,145
DELT,51127,0,35,AL292005,25,0,37.9,-58,150
DELT,51127,6,45,AL292005,15,10,31.7,-44,133
DELT,51127,12,60,AL292005,9999,25,31.3,-19,30
DELT,51127,18,60,AL292005,9999,15,28.2,-2,57
DELT,51128,0,60,AL292005,9999,0,41.2,5,111
DELT,51128,6,60,AL292005,9999,0,50.2,10,76
EPSI,51129,6,45,AL302005,5,9999,12.8,-63,76
EPSI,51129,12,45,AL302005,10,9999,16.5,-61,7
EPSI,51129,18,45,AL302005,5,0,15.5,-62,41
EPSI,51130,0,45,AL302005,5,0,16.3,-59,78
EPSI,51130,6,50,AL302005,0,5,9.3,-52,57
EPSI,51130,12,55,AL302005,-5,10,9.3,-41,76
EPSI,51130,18,50,AL302005,5,0,12.9,-46,100
EPSI,51201,0,50,AL302005,5,-5,14.5,-47,9999
EPSI,51201,6,50,AL302005,5,0,10.2,-44,90
EPSI,51201,12,50,AL302005,10,0,13.8,-41,57
EPSI,51201,18,55,AL302005,10,5,20.1,-34,55
EPSI,51202,0,55,AL302005,10,5,23,-29,115
EPSI,51202,6,55,AL302005,10,0,25.8,-26,103
EPSI,51202,12,60,AL302005,5,5,32.4,-15,59
EPSI,51202,18,65,AL302005,0,10,31.3,-6,75
EPSI,51203,0,65,AL302005,0,5,29.7,1,87
EPSI,51203,6,65,AL302005,0,0,15.2,0,77
EPSI,51203,12,65,AL302005,5,0,18.4,-2,104
EPSI,51203,18,65,AL302005,5,0,19.7,-3,83
EPSI,51204,0,65,AL302005,5,0,24.6,-7,78
EPSI,51204,6,65,AL302005,10,0,29.9,-6,59
EPSI,51204,12,70,AL302005,5,5,26.1,0,67
EPSI,51204,18,70,AL302005,0,5,24.6,3,67
EPSI,51205,0,70,AL302005,-5,0,31.6,3,67
EPSI,51205,6,75,AL302005,-10,5,29.6,8,63
EPSI,51205,12,75,AL302005,-10,5,29.1,3,64
EPSI,51205,18,70,AL302005,-5,-5,25.3,-2,44
EPSI,51206,0,65,AL302005,0,-10,28.6,-10,68
EPSI,51206,6,65,AL302005,0,-5,18.6,-12,42
EPSI,51206,12,65,AL302005,0,0,22.1,-16,71
EPSI,51206,18,65,AL302005,-5,0,15.9,-20,60
EPSI,51207,0,65,AL302005,-15,0,16.3,-22,92
EPSI,51207,6,65,AL302005,-30,0,21.2,-31,51
EPSI,51207,12,65,AL302005,-35,0,17.8,-21,36
EPSI,51207,18,60,AL302005,9999,-5,33.2,-25,86
EPSI,51208,0,50,AL302005,9999,-15,36.9,-34,134
EPSI,51208,6,35,AL302005,9999,-25,51.4,-48,179
EPSI,51208,12,30,AL302005,9999,-20,51.6,-52,232
ZETA,51230,0,30,AL312005,15,9999,35,-65,9999
ZETA,51230,6,40,AL312005,10,9999,27.2,-57,9999
ZETA,51230,12,45,AL312005,5,15,21.5,-48,9999
ZETA,51230,18,45,AL312005,0,5,15.1,-49,15
ZETA,51231,0,45,AL312005,5,0,28.4,-41,53
ZETA,51231,6,50,AL312005,0,5,33.7,-38,26
ZETA,51231,12,50,AL312005,0,5,27.7,-35,66
ZETA,51231,18,45,AL312005,10,-5,35.9,-38,91
ZETA,60101,0,50,AL312005,5,0,45.2,-33,114
ZETA,60101,6,50,AL312005,0,5,42.4,-35,82
ZETA,60101,12,50,AL312005,-5,0,43.3,-36,81
ZETA,60101,18,55,AL312005,-5,5,40,-28,63
ZETA,60102,0,55,AL312005,0,5,47.4,-28,90
ZETA,60102,6,50,AL312005,5,-5,40.9,-37,96
ZETA,60102,12,45,AL312005,10,-10,37.1,-46,151
ZETA,60102,18,50,AL312005,5,0,35.6,-48,51
ZETA,60103,0,55,AL312005,0,10,43.1,-51,-9
ZETA,60103,6,55,AL312005,-5,5,33.2,-51,13
ZETA,60103,12,55,AL312005,-10,0,36.9,-54,2
ZETA,60103,18,55,AL312005,-15,0,28.4,-52,39
ZETA,60104,0,55,AL312005,-20,0,44.8,-51,47
ZETA,60104,6,50,AL312005,-15,-5,51.8,-56,101
ZETA,60104,12,45,AL312005,-10,-10,60.2,-60,136
ZETA,60104,18,40,AL312005,-5,-10,68.4,-66,189
ZETA,60105,0,35,AL312005,0,-10,74.2,-71,201
ZETA,60105,6,35,AL312005,-5,-5,69.6,-74,196
ZETA,60105,12,35,AL312005,-5,0,66.2,-75,195
ZETA,60105,18,35,AL312005,9999,0,65.3,-74,186
ZETA,60106,0,35,AL312005,9999,0,62.8,-74,162
ZETA,60106,6,30,AL312005,9999,-5,53,-79,173
ZETA,60106,12,30,AL312005,9999,-5,42.6,-72,217
ALBE,60610,6,25,AL012006,10,9999,18.5,-121,94
ALBE,60610,12,30,AL012006,10,9999,21.8,-119,1
ALBE,60610,18,30,AL012006,10,5,24,-107,61
ALBE,60611,0,35,AL012006,5,5,30.2,-92,96
ALBE,60611,6,35,AL012006,10,5,16.9,-95,155
ALBE,60611,12,40,AL012006,20,5,20.9,-89,183
ALBE,60611,18,40,AL012006,20,5,15.6,-88,199
ALBE,60612,0,40,AL012006,20,0,20.9,-87,178
ALBE,60612,6,45,AL012006,10,5,31.6,-82,160
ALBE,60612,12,60,AL012006,-15,20,35.4,-67,-42
ALBE,60612,18,60,AL012006,-25,15,41.4,-58,58
ALBE,60613,0,60,AL012006,-25,0,30.8,-59,153
ALBE,60613,6,55,AL012006,-25,-5,34.3,-68,148
ALBE,60613,12,45,AL012006,9999,-15,22.6,-76,86
ALBE,60613,18,35,AL012006,9999,9999,33,-76,77
ALBE,60614,0,35,AL012006,9999,9999,37.9,-59,120
ALBE,60614,6,30,AL012006,9999,9999,37.2,-38,115
NOT,60717,6,30,AL992006,5,9999,11.3,-44,9999
NOT,60717,12,40,AL992006,9999,9999,10,-5,9999
NOT,60717,18,45,AL992006,9999,15,18.8,45,9999
NOT,60718,0,40,AL992006,9999,0,17.6,40,9999
NOT,60718,6,35,AL992006,9999,-10,12.8,35,9999
BERY,60718,12,30,AL022006,10,9999,4.6,-83,17
BERY,60718,18,35,AL022006,15,9999,2.8,-76,33
BERY,60719,0,35,AL022006,15,5,7.6,-74,130
BERY,60719,6,35,AL022006,15,0,6,-77,140
BERY,60719,12,40,AL022006,10,5,5.4,-68,68
BERY,60719,18,50,AL022006,-5,15,7.3,-42,72
BERY,60720,0,50,AL022006,-5,10,15.1,-34,64
BERY,60720,6,50,AL022006,-5,0,5,-25,84
BERY,60720,12,50,AL022006,-10,0,11.7,-7,80
BERY,60720,18,45,AL022006,9999,-5,23.2,13,161
BERY,60721,0,45,AL022006,9999,-5,17.2,45,173
BERY,60721,6,45,AL022006,9999,0,18.5,45,119
BERY,60721,12,40,AL022006,9999,-5,24.3,40,118
CHRI,60801,0,30,AL032006,20,9999,22.3,-96,-5
CHRI,60801,6,35,AL032006,20,9999,16.3,-95,-5
CHRI,60801,12,40,AL032006,15,10,17.3,-95,46
CHRI,60801,18,50,AL032006,0,15,8.3,-84,14
CHRI,60802,0,50,AL032006,0,10,8.5,-83,-5
CHRI,60802,6,55,AL032006,-15,5,13.1,-79,2
CHRI,60802,12,55,AL032006,-20,5,15.6,-80,-32
CHRI,60802,18,50,AL032006,-20,-5,13.5,-82,-54
CHRI,60803,0,50,AL032006,-20,-5,12.4,-79,-22
CHRI,60803,6,40,AL032006,9999,-10,18.2,-89,154
CHRI,60803,12,35,AL032006,9999,-15,21,-98,213
CHRI,60803,18,30,AL032006,9999,-10,17.7,-99,205
CHRI,60804,0,30,AL032006,9999,-5,17.2,-99,161
DEBB,60821,18,30,AL042006,0,9999,15,-105,-52
DEBB,60822,0,30,AL042006,5,9999,9.3,-107,-6
DEBB,60822,6,30,AL042006,10,0,5.1,-110,18
DEBB,60822,12,30,AL042006,15,0,11,-108,-8
DEBB,60822,18,30,AL042006,15,0,9.6,-105,-7
DEBB,60823,0,35,AL042006,10,5,6.7,-94,47
DEBB,60823,6,40,AL042006,5,10,11.4,-80,29
DEBB,60823,12,45,AL042006,0,10,7.2,-43,2
DEBB,60823,18,45,AL042006,0,5,6.3,-40,62
DEBB,60824,0,45,AL042006,0,0,10.5,-35,21
DEBB,60824,6,45,AL042006,0,0,8.2,-44,-3
DEBB,60824,12,45,AL042006,-5,0,6.5,-42,73
DEBB,60824,18,45,AL042006,-10,0,14,-47,73
DEBB,60825,0,45,AL042006,-10,0,21.1,-50,56
DEBB,60825,6,45,AL042006,-15,0,16.6,-66,41
DEBB,60825,12,40,AL042006,9999,-5,26,-81,111
DEBB,60825,18,35,AL042006,9999,-10,28.3,-96,184
DEBB,60826,0,35,AL042006,9999,-5,34.9,-101,211
DEBB,60826,6,30,AL042006,9999,-5,34.8,-109,220
ERNE,60824,18,30,AL052006,5,9999,4.8,-110,55
ERNE,60825,0,30,AL052006,10,9999,12.3,-110,-25
ERNE,60825,6,30,AL052006,15,0,15,-118,-40
ERNE,60825,12,35,AL052006,15,5,18.6,-117,-37
ERNE,60825,18,35,AL052006,20,5,23.7,-107,81
ERNE,60826,0,40,AL052006,15,5,17.6,-105,-10
ERNE,60826,6,45,AL052006,20,10,17.8,-98,-61
ERNE,60826,12,50,AL052006,5,10,15.8,-91,-123
ERNE,60826,18,55,AL052006,-10,10,15.5,-77,-123
ERNE,60827,0,55,AL052006,-15,5,17,-77,-100
ERNE,60827,6,65,AL052006,-25,10,12.9,-68,-133
ERNE,60827,12,55,AL052006,-20,0,14.9,-85,-126
ERNE,60827,18,45,AL052006,-10,-20,7.3,-94,-80
ERNE,60828,0,40,AL052006,-5,-15,7.7,-100,-24
ERNE,60828,6,40,AL052006,0,-5,17.3,-103,24
ERNE,60828,12,35,AL052006,5,-5,17.2,-110,19
ERNE,60828,18,35,AL052006,5,9999,12.4,-106,22
ERNE,60829,0,35,AL052006,5,9999,12.7,-104,18
ERNE,60829,6,40,AL052006,0,9999,9.4,-104,98
ERNE,60829,12,40,AL052006,-5,5,5.9,-108,16
ERNE,60829,18,40,AL052006,-5,0,8.5,-107,-74
ERNE,60830,0,40,AL052006,-5,0,6.7,-110,-52
ERNE,60830,6,40,AL052006,5,0,11.7,-112,24
ERNE,60830,12,35,AL052006,20,9999,9.1,-117,-51
ERNE,60830,18,35,AL052006,25,9999,11.8,-106,-51
ERNE,60831,0,35,AL052006,25,9999,2.8,-101,-39
ERNE,60831,6,45,AL052006,5,9999,8,-91,16
ERNE,60831,12,55,AL052006,-25,20,14.9,-82,-67
ERNE,60831,18,60,AL052006,9999,15,14.4,-73,-116
ERNE,60901,0,60,AL052006,9999,5,14.5,-77,-97
ERNE,60901,6,50,AL052006,9999,9999,21.7,-71,-93
ERNE,60901,12,30,AL052006,9999,9999,28,-70,-66
FLOR,60903,18,30,AL062006,0,9999,7.2,-102,-89
FLOR,60904,0,30,AL062006,0,9999,4.8,-96,-50
FLOR,60904,6,30,AL062006,5,0,4.7,-100,15
FLOR,60904,12,30,AL062006,5,0,14,-95,80
FLOR,60904,18,30,AL062006,10,0,12.4,-94,17
FLOR,60905,0,30,AL062006,10,0,11.7,-95,87
FLOR,60905,6,35,AL062006,5,5,10.3,-94,98
FLOR,60905,12,35,AL062006,10,5,16.2,-95,135
FLOR,60905,18,40,AL062006,5,5,11.9,-88,90
FLOR,60906,0,40,AL062006,5,5,17.5,-90,70
FLOR,60906,6,40,AL062006,5,0,14,-95,-16
FLOR,60906,12,45,AL062006,-5,5,14.7,-91,10
FLOR,60906,18,45,AL062006,-5,5,18.8,-93,-3
FLOR,60907,0,45,AL062006,-5,0,18.7,-95,-28
FLOR,60907,6,45,AL062006,-5,0,13.8,-99,-6
FLOR,60907,12,40,AL062006,0,-5,12.9,-104,89
FLOR,60907,18,40,AL062006,5,-5,11.1,-103,109
FLOR,60908,0,40,AL062006,10,0,17.4,-103,-18
FLOR,60908,6,40,AL062006,10,0,5.7,-110,-83
FLOR,60908,12,40,AL062006,10,0,5.8,-111,3
FLOR,60908,18,45,AL062006,5,5,9.6,-107,27
FLOR,60909,0,50,AL062006,10,10,3.9,-95,-95
FLOR,60909,6,50,AL062006,20,5,9.4,-95,-154
FLOR,60909,12,50,AL062006,25,0,8.4,-95,-150
FLOR,60909,18,50,AL062006,30,0,9.5,-90,-163
FLOR,60910,0,60,AL062006,20,10,10.9,-78,-177
FLOR,60910,6,70,AL062006,0,20,8.6,-69,-134
FLOR,60910,12,75,AL062006,0,15,7,-66,-107
FLOR,60910,18,80,AL062006,-5,10,12.4,-56,-79
FLOR,60911,0,80,AL062006,-10,5,10.8,-53,-19
FLOR,60911,6,70,AL062006,-5,-10,19.7,-60,-29
FLOR,60911,12,75,AL062006,-10,-5,16.3,-45,-77
FLOR,60911,18,75,AL062006,-10,5,18.3,-32,-55
FLOR,60912,0,70,AL062006,9999,-5,31.6,-22,63
FLOR,60912,6,65,AL062006,9999,-10,31.4,-25,129
FLOR,60912,12,65,AL062006,9999,-5,32.2,-24,152
FLOR,60912,18,65,AL062006,9999,0,34.4,-22,154
GORD,60910,18,25,AL072006,15,9999,4.9,-110,-58
GORD,60911,0,30,AL072006,20,9999,3.4,-104,-20
GORD,60911,6,30,AL072006,20,5,3.9,-108,36
GORD,60911,12,35,AL072006,15,5,14.3,-104,78
GORD,60911,18,40,AL072006,15,10,7,-94,-21
GORD,60912,0,50,AL072006,15,15,10.1,-84,-57
GORD,60912,6,50,AL072006,20,10,8.9,-89,-40
GORD,60912,12,50,AL072006,30,0,7.3,-92,-29
GORD,60912,18,55,AL072006,40,5,10,-86,-72
GORD,60913,0,65,AL072006,40,15,5.1,-81,-63
GORD,60913,6,70,AL072006,35,15,7.1,-78,-39
GORD,60913,12,80,AL072006,25,15,10.2,-70,-62
GORD,60913,18,95,AL072006,10,25,9.5,-53,-62
GORD,60914,0,105,AL072006,-5,25,9.8,-40,-3
GORD,60914,6,105,AL072006,-10,10,11.4,-37,-4
GORD,60914,12,105,AL072006,-20,0,17.6,-35,-16
GORD,60914,18,105,AL072006,-25,0,18.9,-28,-33
GORD,60915,0,100,AL072006,-25,-5,19.8,-28,-3
GORD,60915,6,95,AL072006,-25,-10,18.6,-29,9999
GORD,60915,12,85,AL072006,-20,-15,21.9,-27,-1
GORD,60915,18,80,AL072006,-15,-15,9.1,-41,-4
GORD,60916,0,75,AL072006,-10,-10,12.3,-46,38
GORD,60916,6,70,AL072006,-5,-10,12.6,-52,9999
GORD,60916,12,65,AL072006,5,-10,5,-44,48
GORD,60916,18,65,AL072006,5,-5,2.8,-56,4
GORD,60917,0,65,AL072006,10,0,6.4,-53,19
GORD,60917,6,65,AL072006,10,0,7.6,-50,11
GORD,60917,12,70,AL072006,10,5,0.5,-40,-35
GORD,60917,18,70,AL072006,15,5,4.6,-32,-48
GORD,60918,0,75,AL072006,10,5,4.1,-22,29
GORD,60918,6,75,AL072006,15,5,10.9,-19,16
GORD,60918,12,80,AL072006,0,5,12,-12,-6
GORD,60918,18,85,AL072006,-10,10,17.8,5,-27
GORD,60919,0,85,AL072006,-15,5,21.8,6,-25
GORD,60919,6,90,AL072006,-20,5,23.6,17,-50
GORD,60919,12,80,AL072006,-15,-5,21.7,9,-12
GORD,60919,18,75,AL072006,-10,-15,17.6,10,-25
GORD,60920,0,70,AL072006,9999,-10,29.6,8,24
GORD,60920,6,70,AL072006,9999,-5,37.7,6,29
GORD,60920,12,65,AL072006,9999,-5,35.6,-4,115
GORD,60920,18,65,AL072006,9999,-5,41.2,2,128
HELE,60912,12,25,AL082006,5,9999,7.6,-109,-147
HELE,60912,18,30,AL082006,0,9999,9.1,-104,-79
HELE,60913,0,30,AL082006,5,5,11.2,-102,43
HELE,60913,6,30,AL082006,5,0,9.1,-104,53
HELE,60913,12,30,AL082006,10,0,7.1,-97,-33
HELE,60913,18,30,AL082006,10,0,7.5,-98,-23
HELE,60914,0,35,AL082006,5,5,6.6,-92,-48
HELE,60914,6,35,AL082006,10,5,8.7,-93,-36
HELE,60914,12,40,AL082006,10,5,10.9,-86,-8
HELE,60914,18,40,AL082006,15,5,9.3,-89,-28
HELE,60915,0,40,AL082006,20,0,10.8,-89,-59
HELE,60915,6,45,AL082006,15,5,7.6,-90,-77
HELE,60915,12,50,AL082006,15,10,6.2,-86,-105
HELE,60915,18,55,AL082006,10,10,4.8,-79,-111
HELE,60916,0,60,AL082006,10,10,3.2,-65,-100
HELE,60916,6,60,AL082006,15,5,7.4,-70,-89
HELE,60916,12,65,AL082006,15,5,3.9,-61,-102
HELE,60916,18,65,AL082006,25,5,1.5,-58,-154
HELE,60917,0,70,AL082006,30,5,4.2,-51,-135
HELE,60917,6,75,AL082006,30,10,11.5,-48,-70
HELE,60917,12,80,AL082006,25,10,4.9,-43,-78
HELE,60917,18,90,AL082006,5,15,5.5,-30,-85
HELE,60918,0,100,AL082006,-5,20,3.6,-22,-65
HELE,60918,6,105,AL082006,-10,15,5.3,-19,-55
HELE,60918,12,105,AL082006,-10,5,6.3,-22,-49
HELE,60918,18,95,AL082006,-5,-10,3.3,-35,-89
HELE,60919,0,95,AL082006,-5,-10,8.8,-35,-111
HELE,60919,6,95,AL082006,-5,0,11,-38,-91
HELE,60919,12,95,AL082006,-5,0,9.6,-39,-103
HELE,60919,18,90,AL082006,-10,-5,15,-41,-110
HELE,60920,0,90,AL082006,-10,-5,6.8,-38,-127
HELE,60920,6,90,AL082006,-15,0,6.1,-40,-119
HELE,60920,12,90,AL082006,-15,0,19.4,-44,-99
HELE,60920,18,80,AL082006,-5,-10,6.6,-51,-93
HELE,60921,0,80,AL082006,-5,-10,5.7,-49,-70
HELE,60921,6,75,AL082006,-5,-5,2.6,-50,-43
HELE,60921,12,75,AL082006,-5,-5,7.5,-46,-20
HELE,60921,18,75,AL082006,-5,0,9.1,-40,-68
HELE,60922,0,75,AL082006,0,0,12.6,-32,-102
HELE,60922,6,70,AL082006,10,-5,24.2,-32,-84
HELE,60922,12,70,AL082006,10,-5,15.4,-28,-36
HELE,60922,18,70,AL082006,5,0,21.8,-17,38
HELE,60923,0,75,AL082006,-5,5,20.1,-7,62
HELE,60923,6,80,AL082006,-15,10,19.7,0,50
HELE,60923,12,80,AL082006,-15,5,18.5,-1,48
HELE,60923,18,75,AL082006,9999,-5,24.5,-1,3
HELE,60924,0,70,AL082006,9999,-10,28.9,-6,0
HELE,60924,6,65,AL082006,9999,-10,19.3,-5,13
HELE,60924,12,65,AL082006,9999,-5,27.7,2,4
ISAA,60927,18,30,AL092006,10,9999,18,-100,61
ISAA,60928,0,30,AL092006,10,9999,15.4,-99,90
ISAA,60928,6,35,AL092006,5,5,19.8,-98,9999
ISAA,60928,12,40,AL092006,5,10,20.2,-85,149
ISAA,60928,18,40,AL092006,10,5,23.2,-83,154
ISAA,60929,0,40,AL092006,20,0,22.5,-79,116
ISAA,60929,6,40,AL092006,20,0,16.7,-83,106
ISAA,60929,12,45,AL092006,20,5,14.9,-78,121
ISAA,60929,18,50,AL092006,20,10,10.8,-75,60
ISAA,60930,0,60,AL092006,15,15,3.6,-50,56
ISAA,60930,6,60,AL092006,15,10,8.5,-53,97
ISAA,60930,12,65,AL092006,5,5,9.1,-50,34
ISAA,60930,18,70,AL092006,0,10,12,-49,6
ISAA,61001,0,75,AL092006,-10,10,16,-39,-10
ISAA,61001,6,75,AL092006,-10,5,14.9,-37,22
ISAA,61001,12,70,AL092006,-10,-5,18.1,-34,19
ISAA,61001,18,70,AL092006,-15,-5,15.6,-27,-3
ISAA,61002,0,65,AL092006,9999,-5,29.3,-22,-21
ISAA,61002,6,65,AL092006,9999,-5,27.8,-15,-69
ISAA,61002,12,60,AL092006,9999,-5,33.6,59,-14
ISAA,61002,18,55,AL092006,9999,-10,34,55,99
ANDR,70509,6,50,AL012007,-15,9999,25.8,-43,100
ANDR,70509,12,45,AL012007,-15,9999,27.7,-40,88
ANDR,70509,18,40,AL012007,-10,-10,26.9,-44,91
ANDR,70510,0,40,AL012007,-10,-5,31.1,-41,145
ANDR,70510,6,35,AL012007,9999,-5,33.7,-46,166
ANDR,70510,12,30,AL012007,9999,-10,22.2,-53,186
ANDR,70510,18,30,AL012007,9999,-5,18.6,-66,198
ANDR,70511,0,30,AL012007,9999,0,21.7,-69,212
BARR,70601,12,30,AL022007,10,9999,38.1,-112,105
BARR,70601,18,40,AL022007,-10,9999,45.7,-88,111
BARR,70602,0,50,AL022007,9999,20,42.9,-65,153
BARR,70602,6,45,AL022007,9999,5,38.9,-57,201
BARR,70602,12,40,AL022007,9999,-10,40.9,-32,152
