NAME,YYMMDD,HOUR,Wind_Speed,ID,DELV24,PER,SHRD,POT,PC2
OLGA,11203,12,35,AL172001,-5,0,19.6,-51,175
OLGA,11203,18,35,AL172001,-5,0,22.3,-47,162
OLGA,11204,0,30,AL172001,9999,-5,28.1,-52,186
OLGA,11204,6,30,AL172001,9999,-5,18.6,-51,173
OLGA,11204,12,30,AL172001,9999,0,23.5,-53,179
OLGA,11204,18,30,AL172001,9999,0,25.1,-55,183
ARTH,20714,18,30,AL012002,15,9999,23.5,-92,48
ARTH,20715,0,30,AL012002,20,9999,27.3,-82,53
ARTH,20715,6,35,AL012002,15,5,20.2,-66,93
ARTH,20715,12,45,AL012002,5,15,31.8,-50,97
ARTH,20715,18,45,AL012002,5,10,32.7,-60,39
ARTH,20716,0,50,AL012002,9999,5,36.9,-44,110
ARTH,20716,6,50,AL012002,9999,5,34,-26,104
ARTH,20716,12,50,AL012002,9999,0,36.9,0,136
ARTH,20716,18,50,AL012002,9999,0,36.9,50,138
BERT,20804,18,25,AL022002,-5,9999,5.7,-121,6
BERT,20805,0,35,AL022002,-20,9999,9.8,-107,130
BERT,20805,6,35,AL022002,-20,10,7.5,-121,178
BERT,20805,12,25,AL022002,-10,9999,8.2,-133,44
BERT,20805,18,20,AL022002,-5,9999,15,-118,58
BERT,20806,0,15,AL022002,5,9999,6.2,-110,126
BERT,20806,6,15,AL022002,5,9999,9.3,-129,176
BERT,20806,12,15,AL022002,10,9999,12.6,-138,161
BERT,20806,18,15,AL022002,10,9999,16.5,-123,126
BERT,20807,0,20,AL022002,5,9999,17.1,-115,121
BERT,20807,6,20,AL022002,5,9999,14.2,-132,190
BERT,20807,12,25,AL022002,-5,9999,13.4,-140,178
BERT,20807,18,25,AL022002,-5,5,18.6,-118,152
BERT,20808,0,25,AL022002,-5,0,13.2,-108,200
BERT,20808,6,25,AL022002,-5,0,10.2,-121,213
BERT,20808,12,20,AL022002,0,-5,7.5,-132,39
BERT,20808,18,20,AL022002,9999,-5,9.3,-102,43
BERT,20809,0,20,AL022002,9999,0,1.7,-88,103
BERT,20809,6,20,AL022002,9999,0,7.7,-100,174
BERT,20809,12,20,AL022002,9999,9999,8,-108,95
CRIS,20805,18,30,AL032002,5,9999,12,-106,-11
CRIS,20806,0,30,AL032002,10,9999,17,-106,90
CRIS,20806,6,30,AL032002,10,0,17.8,-114,131
CRIS,20806,12,30,AL032002,10,0,21,-117,132
CRIS,20806,18,35,AL032002,5,5,23.4,-98,117
CRIS,20807,0,40,AL032002,5,10,18.1,-95,153
CRIS,20807,6,40,AL032002,5,5,26.2,-105,133
CRIS,20807,12,40,AL032002,5,0,27,-109,152
CRIS,20807,18,40,AL032002,5,0,15.5,-103,86
CRIS,20808,0,45,AL032002,9999,5,16.3,-99,123
CRIS,20808,6,45,AL032002,9999,5,16.3,-97,142
CRIS,20808,12,45,AL032002,9999,0,10.5,-102,116
CRIS,20808,18,45,AL032002,9999,0,14.4,-95,18
DOLL,20829,12,30,AL042002,20,9999,8,-114,-34
DOLL,20829,18,35,AL042002,15,9999,4.8,-109,-85
DOLL,20830,0,40,AL042002,5,10,5.1,-106,-84
DOLL,20830,6,45,AL042002,-5,10,13.5,-99,-121
DOLL,20830,12,50,AL042002,-15,10,8.5,-81,-146
DOLL,20830,18,50,AL042002,-15,5,3.7,-70,-56
DOLL,20831,0,45,AL042002,-10,-5,2.6,-84,37
DOLL,20831,6,40,AL042002,-5,-10,1.7,-88,7
DOLL,20831,12,35,AL042002,0,-10,9.6,-89,31
DOLL,20831,18,35,AL042002,5,-5,5.6,-86,35
DOLL,20901,0,35,AL042002,5,0,7.4,-87,-7
DOLL,20901,6,35,AL042002,5,0,6.9,-86,-77
DOLL,20901,12,35,AL042002,10,0,9.3,-85,-65
DOLL,20901,18,40,AL042002,5,5,8.5,-81,-56
DOLL,20902,0,40,AL042002,0,5,18.1,-85,-33
DOLL,20902,6,40,AL042002,5,0,16.8,-85,-28
DOLL,20902,12,45,AL042002,0,5,20,-82,-30
DOLL,20902,18,45,AL042002,0,5,23.6,-82,45
DOLL,20903,0,40,AL042002,5,-5,25.8,-87,132
DOLL,20903,6,45,AL042002,-10,0,26.8,-84,31
DOLL,20903,12,45,AL042002,-20,5,22,-88,5
DOLL,20903,18,45,AL042002,9999,0,25.3,-89,110
DOLL,20904,0,45,AL042002,9999,0,31.1,-89,154
DOLL,20904,6,35,AL042002,9999,-10,28.4,-101,209
DOLL,20904,12,25,AL042002,9999,-20,27.8,-112,228
EDOU,20901,18,30,AL052002,5,9999,18.8,-113,23
EDOU,20902,0,30,AL052002,5,9999,28.1,-112,98
EDOU,20902,6,35,AL052002,0,5,29.5,-113,115
EDOU,20902,12,35,AL052002,20,5,23.5,-116,129
EDOU,20902,18,35,AL052002,10,0,22.9,-109,70
EDOU,20903,0,35,AL052002,5,0,27.9,-110,62
EDOU,20903,6,35,AL052002,0,0,27.5,-115,155
EDOU,20903,12,55,AL052002,-20,20,26.4,-99,42
EDOU,20903,18,45,AL052002,-10,10,27.5,-95,193
EDOU,20904,0,40,AL052002,-5,-15,38.4,-97,196
EDOU,20904,6,35,AL052002,-10,-10,41.4,-108,127
EDOU,20904,12,35,AL052002,-15,-5,40.1,-113,88
EDOU,20904,18,35,AL052002,-15,0,39.6,-101,138
EDOU,20905,0,35,AL052002,-15,0,48.5,-97,139
EDOU,20905,6,25,AL052002,-5,9999,46.8,-120,168
EDOU,20905,12,20,AL052002,0,9999,48.8,-135,170
EDOU,20905,18,20,AL052002,9999,9999,50.1,-127,162
EDOU,20906,0,20,AL052002,9999,9999,52.7,-128,61
EDOU,20906,6,20,AL052002,9999,0,53.6,-132,136
EDOU,20906,12,20,AL052002,9999,0,53.6,-136,159
FAY,20905,18,30,AL062002,20,9999,21.4,-125,-32
FAY,20906,0,35,AL062002,15,9999,23,-115,10
FAY,20906,6,45,AL062002,5,15,28.5,-115,127
FAY,20906,12,50,AL062002,-20,15,20.4,-115,22
FAY,20906,18,50,AL062002,-25,5,22.3,-104,0
FAY,20907,0,50,AL062002,-30,0,23.4,-89,97
FAY,20907,6,50,AL062002,9999,0,20.3,-102,100
FAY,20907,12,30,AL062002,9999,9999,16.6,-126,134
FAY,20907,18,25,AL062002,9999,9999,12.9,-112,153
FAY,20908,0,20,AL062002,9999,9999,16.6,-113,156
TD07,20907,12,30,AL072002,-5,9999,14,-100,102
TD07,20907,18,30,AL072002,9999,9999,14.1,-101,175
TD07,20908,0,30,AL072002,9999,0,17.1,-102,230
TD07,20908,6,25,AL072002,9999,-5,23.9,-110,231
TD07,20908,12,25,AL072002,9999,-5,31.4,-113,9999
GUST,20908,12,30,AL082002,10,9999,16.8,-111,34
GUST,20908,18,35,AL082002,5,9999,23.6,-106,66
GUST,20909,0,40,AL082002,5,10,17.5,-98,76
GUST,20909,6,40,AL082002,10,5,11.2,-97,131
GUST,20909,12,40,AL082002,10,0,13.4,-99,34
GUST,20909,18,40,AL082002,15,0,12,-94,54
GUST,20910,0,45,AL082002,10,5,7.6,-90,-17
GUST,20910,6,50,AL082002,10,10,3.6,-88,42
GUST,20910,12,50,AL082002,20,5,9.5,-83,18
GUST,20910,18,55,AL082002,30,5,11.1,-58,13
GUST,20911,0,55,AL082002,25,5,12.1,-52,-12
GUST,20911,6,60,AL082002,15,5,14.3,-36,-48
GUST,20911,12,70,AL082002,9999,15,27.4,-20,-73
GUST,20911,18,85,AL082002,9999,25,31.6,30,-54
GUST,20912,0,80,AL082002,9999,10,42.7,68,61
GUST,20912,6,75,AL082002,9999,-10,58.7,64,146
HANN,20912,0,30,AL092002,5,9999,13.2,-114,109
HANN,20912,6,35,AL092002,5,9999,13.3,-115,126
HANN,20912,12,35,AL092002,10,5,16.3,-121,128
HANN,20912,18,35,AL092002,10,0,8.7,-109,161
HANN,20913,0,35,AL092002,15,0,11.3,-104,147
HANN,20913,6,40,AL092002,10,5,16.2,-113,158
HANN,20913,12,45,AL092002,5,10,18,-112,169
HANN,20913,18,45,AL092002,-15,5,16.3,-99,169
HANN,20914,0,50,AL092002,-30,5,15.5,-77,36
HANN,20914,6,50,AL092002,-30,5,19.2,-84,175
HANN,20914,12,50,AL092002,-30,0,22.8,-84,162
HANN,20914,18,30,AL092002,9999,-20,18.4,-93,106
HANN,20915,0,20,AL092002,9999,9999,17.7,-101,182
HANN,20915,6,20,AL092002,9999,9999,22.7,-97,171
HANN,20915,12,20,AL092002,9999,9999,26.6,-90,9999
ISID,20914,18,25,AL102002,9999,9999,14,-113,-50
ISID,20915,0,25,AL102002,9999,9999,9.8,-109,57
ISID,20915,6,25,AL102002,9999,9999,14.6,-106,108
ISID,20915,12,25,AL102002,9999,9999,12.3,-110,54
ISID,20917,12,30,AL102002,10,9999,9.9,-105,9
ISID,20917,18,30,AL102002,15,9999,6,-97,-16
ISID,20918,0,30,AL102002,20,0,2.8,-96,-102
ISID,20918,6,35,AL102002,15,5,4.6,-101,-62
ISID,20918,12,40,AL102002,20,10,9.2,-102,-69
ISID,20918,18,45,AL102002,20,10,5.8,-98,-129
ISID,20919,0,50,AL102002,25,10,5.3,-91,-77
ISID,20919,6,50,AL102002,40,5,9.5,-96,-85
ISID,20919,12,60,AL102002,25,10,15.4,-86,-119
ISID,20919,18,65,AL102002,10,15,8.7,-76,-148
ISID,20920,0,75,AL102002,0,15,15.8,-65,-143
ISID,20920,6,90,AL102002,-5,25,20,-56,-122
ISID,20920,12,85,AL102002,15,10,19.2,-65,-142
ISID,20920,18,75,AL102002,35,-15,14.6,-66,-143
ISID,20921,0,75,AL102002,35,-10,13,-61,-141
ISID,20921,6,85,AL102002,25,10,17.6,-53,-110
ISID,20921,12,100,AL102002,10,25,11.6,-39,-145
ISID,20921,18,110,AL102002,0,25,5.8,-19,-136
ISID,20922,0,110,AL102002,-10,10,3.2,-17,-154
ISID,20922,6,110,AL102002,-40,0,5.7,-21,-139
ISID,20922,12,110,AL102002,-50,0,9.7,-24,-170
ISID,20922,18,110,AL102002,-60,0,2.8,-26,-142
ISID,20923,0,100,AL102002,-65,9999,2.6,-37,-149
ISID,20923,6,70,AL102002,-25,9999,7.7,-77,-95
ISID,20923,12,60,AL102002,-10,9999,5.9,-97,-32
ISID,20923,18,50,AL102002,0,9999,8.5,-99,0
ISID,20924,0,35,AL102002,15,9999,8.3,-110,-30
ISID,20924,6,45,AL102002,5,9999,15.4,-105,21
ISID,20924,12,50,AL102002,0,9999,11,-103,93
ISID,20924,18,50,AL102002,5,9999,9.5,-96,75
ISID,20925,0,50,AL102002,5,0,10,-94,115
ISID,20925,6,50,AL102002,5,0,12.2,-100,125
ISID,20925,12,50,AL102002,5,0,6.4,-104,151
ISID,20925,18,55,AL102002,-15,5,8.3,-94,136
ISID,20926,0,55,AL102002,-35,5,12.4,-71,40
ISID,20926,6,55,AL102002,-35,0,13.9,-63,-135
ISID,20926,12,55,AL102002,-35,9999,8.5,-62,-99
ISID,20926,18,40,AL102002,9999,9999,22.7,-49,-74
ISID,20927,0,20,AL102002,9999,9999,28.6,-58,57
ISID,20927,6,20,AL102002,9999,9999,28.5,-41,75
ISID,20927,12,20,AL102002,9999,9999,48.5,-15,13
JOSE,20917,12,30,AL112002,5,9999,13.7,-107,117
JOSE,20917,18,30,AL112002,5,9999,8.3,-105,121
JOSE,20918,0,30,AL112002,5,0,16.4,-104,171
JOSE,20918,6,35,AL112002,0,5,18,-96,214
JOSE,20918,12,35,AL112002,9999,5,8.3,-92,208
JOSE,20918,18,35,AL112002,9999,0,8.2,-88,100
JOSE,20919,0,35,AL112002,9999,0,11.9,-81,78
JOSE,20919,6,35,AL112002,9999,0,18.8,-59,-24
KYLE,20920,18,25,AL122002,15,9999,17.9,-112,51
KYLE,20921,0,30,AL122002,15,9999,13.4,-103,74
KYLE,20921,6,35,AL122002,5,10,8.2,-93,45
KYLE,20921,12,35,AL122002,5,5,10.6,-93,38
KYLE,20921,18,40,AL122002,0,5,11.5,-79,59
KYLE,20922,0,45,AL122002,-10,10,5.7,-71,84
KYLE,20922,6,40,AL122002,-5,0,6.7,-74,76
KYLE,20922,12,40,AL122002,-5,-5,1,-73,72
KYLE,20922,18,40,AL122002,0,0,5.3,-70,37
KYLE,20923,0,35,AL122002,5,-5,6,-76,96
KYLE,20923,6,35,AL122002,10,-5,12.6,-76,72
KYLE,20923,12,35,AL122002,15,0,11.4,-79,120
KYLE,20923,18,40,AL122002,15,5,7.3,-74,45
KYLE,20924,0,40,AL122002,15,5,15.3,-80,43
KYLE,20924,6,45,AL122002,10,5,10.8,-76,38
KYLE,20924,12,50,AL122002,10,10,6.8,-72,72
KYLE,20924,18,55,AL122002,10,10,3.1,-66,22
KYLE,20925,0,55,AL122002,10,5,1.3,-71,97
KYLE,20925,6,55,AL122002,15,0,2,-77,78
KYLE,20925,12,60,AL122002,15,5,5,-78,56
KYLE,20925,18,65,AL122002,10,10,2.5,-73,-2
KYLE,20926,0,65,AL122002,10,5,6.9,-76,11
KYLE,20926,6,70,AL122002,5,5,9.4,-72,-65
KYLE,20926,12,75,AL122002,0,10,11,-71,-23
KYLE,20926,18,75,AL122002,-5,5,14.5,-64,-73
KYLE,20927,0,75,AL122002,-5,0,21.9,-62,-73
KYLE,20927,6,75,AL122002,-10,0,23.5,-64,-89
KYLE,20927,12,75,AL122002,-15,0,25.6,-65,-82
KYLE,20927,18,70,AL122002,-20,-5,33,-65,-83
KYLE,20928,0,70,AL122002,-25,-5,29.5,-67,-65
KYLE,20928,6,65,AL122002,-25,-5,35.1,-73,-79
KYLE,20928,12,60,AL122002,-20,-10,32.5,-79,-32
KYLE,20928,18,50,AL122002,-10,-15,26.5,-86,114
KYLE,20929,0,45,AL122002,-5,-15,18,-91,186
KYLE,20929,6,40,AL122002,-5,-10,23.8,-94,188
KYLE,20929,12,40,AL122002,-5,-5,17.3,-92,154
KYLE,20929,18,40,AL122002,-10,0,14.7,-85,94
KYLE,20930,0,40,AL122002,-10,0,0.5,-85,117
KYLE,20930,6,35,AL122002,-5,-5,6,-89,17
KYLE,20930,12,35,AL122002,0,-5,2.8,-92,-52
KYLE,20930,18,30,AL122002,10,-5,9.6,-95,-8
KYLE,21001,0,30,AL122002,15,-5,16.2,-98,112
KYLE,21001,6,30,AL122002,15,0,26.1,-95,138
KYLE,21001,12,35,AL122002,15,5,25.1,-95,188
KYLE,21001,18,40,AL122002,15,10,21.7,-90,160
KYLE,21002,0,45,AL122002,10,10,17.6,-86,128
KYLE,21002,6,45,AL122002,10,5,17.2,-84,133
KYLE,21002,12,50,AL122002,0,5,17.7,-79,102
KYLE,21002,18,55,AL122002,-10,10,13.4,-71,86
KYLE,21003,0,55,AL122002,-10,5,18.4,-70,79
KYLE,21003,6,55,AL122002,-20,0,21.8,-73,121
KYLE,21003,12,50,AL122002,-15,-5,21.5,-82,141
KYLE,21003,18,45,AL122002,-10,-10,15.5,-88,107
KYLE,21004,0,45,AL122002,-10,-5,14.1,-90,108
KYLE,21004,6,35,AL122002,-5,-10,21,-99,119
KYLE,21004,12,35,AL122002,-5,-10,31.8,-99,109
KYLE,21004,18,35,AL122002,-5,0,28.2,-95,167
KYLE,21005,0,35,AL122002,-5,0,27.8,-81,206
KYLE,21005,6,30,AL122002,0,-5,28.4,-82,190
KYLE,21005,12,30,AL122002,5,-5,22.7,-80,157
KYLE,21005,18,30,AL122002,5,0,18.2,-74,165
KYLE,21006,0,30,AL122002,5,0,13,-68,198
KYLE,21006,6,30,AL122002,5,0,4.7,-55,99
KYLE,21006,12,35,AL122002,0,5,2.4,-57,19
KYLE,21006,18,35,AL122002,0,5,4.7,-65,-26
KYLE,21007,0,35,AL122002,0,0,4.7,-74,-5
KYLE,21007,6,35,AL122002,0,0,8.3,-76,33
KYLE,21007,12,35,AL122002,0,0,10.9,-77,54
KYLE,21007,18,35,AL122002,-5,0,13.3,-78,58
KYLE,21008,0,35,AL122002,-5,0,15.3,-81,63
KYLE,21008,6,35,AL122002,-5,0,19.8,-85,107
KYLE,21008,12,35,AL122002,-5,0,14,-97,97
KYLE,21008,18,30,AL122002,-5,-5,19.2,-101,181
KYLE,21009,0,30,AL122002,-5,-5,18.7,-111,210
KYLE,21009,6,30,AL122002,-5,0,23.8,-112,240
KYLE,21009,12,30,AL122002,-5,0,21.4,-114,252
KYLE,21009,18,25,AL122002,5,-5,17.7,-116,250
KYLE,21010,0,25,AL122002,5,-5,17.7,-121,221
KYLE,21010,6,25,AL122002,10,0,23.1,-126,169
KYLE,21010,12,25,AL122002,10,0,24,-129,99
KYLE,21010,18,30,AL122002,5,5,18.5,-115,201
KYLE,21011,0,30,AL122002,0,5,18.9,-115,58
KYLE,21011,6,35,AL122002,5,5,23,-106,13
KYLE,21011,12,35,AL122002,5,5,17.1,-102,55
KYLE,21011,18,35,AL122002,9999,0,20.9,-99,-44
KYLE,21012,0,30,AL122002,9999,-5,34.2,-91,83
KYLE,21012,6,40,AL122002,9999,5,36,-42,119
KYLE,21012,12,40,AL122002,9999,10,37.1,-37,145
LILI,20921,18,25,AL132002,5,9999,3.3,-117,-53
LILI,20922,0,30,AL132002,5,9999,9.1,-115,-52
LILI,20922,6,30,AL132002,10,5,7.5,-112,-71
LILI,20922,12,30,AL132002,15,0,4.7,-108,-64
LILI,20922,18,30,AL132002,20,0,6.8,-106,-60
LILI,20923,0,35,AL132002,15,5,10.7,-99,-91
LILI,20923,6,40,AL132002,10,10,11.6,-98,-126
LILI,20923,12,45,AL132002,15,10,10.4,-93,-77
LILI,20923,18,50,AL132002,0,10,8.3,-78,-32
LILI,20924,0,50,AL132002,-15,5,19.3,-83,3
LILI,20924,6,50,AL132002,-15,0,11.3,-84,48
LILI,20924,12,60,AL132002,9999,10,11.6,-75,-19
LILI,20924,18,50,AL132002,9999,0,12.5,-76,-46
LILI,20925,0,35,AL132002,9999,-25,22.1,-93,76
LILI,20925,6,35,AL132002,9999,-15,21.9,-99,42
LILI,20927,0,30,AL132002,15,9999,17.3,-105,25
LILI,20927,6,30,AL132002,15,9999,10.4,-109,-45
LILI,20927,12,35,AL132002,10,5,2.8,-106,-4
LILI,20927,18,40,AL132002,5,10,6.9,-94,-69
LILI,20928,0,45,AL132002,0,10,6.1,-93,-77
LILI,20928,6,45,AL132002,-5,5,4.9,-94,-90
LILI,20928,12,45,AL132002,0,0,4.7,-95,-134
LILI,20928,18,45,AL132002,5,0,4.4,-96,-53
LILI,20929,0,45,AL132002,10,0,6.6,-95,-20
LILI,20929,6,40,AL132002,20,-5,9.1,-101,-63
LILI,20929,12,45,AL132002,20,0,14.6,-98,-20
LILI,20929,18,50,AL132002,15,10,9.4,-92,-55
LILI,20930,0,55,AL132002,15,10,10.8,-92,-32
LILI,20930,6,60,AL132002,15,10,9.8,-87,-42
LILI,20930,12,65,AL132002,25,10,11.4,-85,-64
LILI,20930,18,65,AL132002,25,5,8.4,-75,-114
LILI,21001,0,70,AL132002,20,5,10.4,-65,-122
LILI,21001,6,75,AL132002,25,10,7,-62,-101
LILI,21001,12,90,AL132002,20,20,7,-47,-130
LILI,21001,18,90,AL132002,30,15,6.7,-35,-117
LILI,21002,0,90,AL132002,35,0,3.3,-29,-74
LILI,21002,6,100,AL132002,5,10,10.2,-20,-42
LILI,21002,12,110,AL132002,-30,20,4.3,-9,-89
LILI,21002,18,120,AL132002,-60,20,8.9,3,-88
LILI,21003,0,125,AL132002,-85,15,19.9,7,-96
LILI,21003,6,105,AL132002,-75,-15,12.1,-31,-90
LILI,21003,12,80,AL132002,-55,-45,8,-60,-72
LILI,21003,18,60,AL132002,9999,9999,13.3,-61,-62
LILI,21004,0,40,AL132002,9999,9999,17,-43,3
LILI,21004,6,30,AL132002,9999,9999,19.1,-10,106
LILI,21004,12,25,AL132002,9999,9999,12.8,7,132
TD14,21014,12,30,AL142002,0,9999,20.7,-120,-42
TD14,21014,18,30,AL142002,0,9999,10.8,-108,40
TD14,21015,0,30,AL142002,0,0,14,-108,9999
TD14,21015,6,30,AL142002,0,0,17.7,-116,9999
TD14,21015,12,30,AL142002,0,0,19.9,-120,9999
TD14,21015,18,30,AL142002,-5,0,18.7,-111,9999
TD14,21016,0,30,AL142002,9999,0,18.8,-116,9999
TD14,21016,6,30,AL142002,9999,0,25.1,-123,9999
TD14,21016,12,30,AL142002,9999,0,24.7,-125,9999
TD14,21016,18,25,AL142002,9999,9999,26.1,-126,9999
ANA,30420,6,40,AL012003,10,9999,14.1,2,131
ANA,30420,12,45,AL012003,5,9999,15.7,-5,161
ANA,30420,18,45,AL012003,5,5,21.2,-5,102
ANA,30421,0,50,AL012003,0,5,26.1,-2,133
ANA,30421,6,50,AL012003,0,5,25.2,-5,162
ANA,30421,12,50,AL012003,-5,0,26.1,-13,166
ANA,30421,18,50,AL012003,-5,0,30.3,-18,130
ANA,30422,0,50,AL012003,-10,0,42.5,-33,117
ANA,30422,6,50,AL012003,-10,0,29.4,-33,151
ANA,30422,12,45,AL012003,-5,-5,34.4,-31,181
ANA,30422,18,45,AL012003,-10,-5,36.1,-24,181
ANA,30423,0,40,AL012003,-5,-5,34.5,-20,201
ANA,30423,6,40,AL012003,9999,-5,37.7,-12,196
ANA,30423,12,40,AL012003,9999,0,39.5,-17,197
ANA,30423,18,35,AL012003,9999,-5,40.7,-18,183
ANA,30424,0,35,AL012003,9999,-5,41.9,-21,181
TD02,30611,0,30,AL022003,9999,9999,3.1,-87,9999
TD02,30611,6,30,AL022003,9999,9999,5.5,-89,9999
TD02,30611,12,30,AL022003,9999,0,5.7,-91,9999
TD02,30611,18,30,AL022003,9999,0,4.1,-98,9999
BILL,30629,6,30,AL032003,15,9999,12.5,-99,135
BILL,30629,12,35,AL032003,15,9999,6.7,-107,98
BILL,30629,18,40,AL032003,10,10,5.4,-103,-58
BILL,30630,0,45,AL032003,0,10,12.1,-93,12
BILL,30630,6,45,AL032003,-15,5,11,-95,-27
BILL,30630,12,50,AL032003,-25,5,8.5,-98,-58
BILL,30630,18,50,AL032003,-30,5,12.2,-86,-80
BILL,30701,0,45,AL032003,-25,9999,17.3,-82,-67
BILL,30701,6,30,AL032003,-10,9999,22.5,-96,-45
BILL,30701,12,25,AL032003,-5,9999,25.1,-55,43
BILL,30701,18,20,AL032003,9999,9999,28.8,-34,120
BILL,30702,0,20,AL032003,9999,9999,31.2,-6,159
BILL,30702,6,20,AL032003,9999,9999,31,-18,9999
BILL,30702,12,20,AL032003,9999,9999,29.2,-16,141
CLAU,30708,18,45,AL042003,10,9999,8.6,-70,-113
CLAU,30709,0,50,AL042003,5,9999,13.7,-61,-62
CLAU,30709,6,60,AL042003,-5,15,18.3,-54,-6
CLAU,30709,12,55,AL042003,15,5,28.1,-65,71
CLAU,30709,18,55,AL042003,0,-5,31.2,-56,-21
CLAU,30710,0,55,AL042003,-5,0,21.7,-54,-17
CLAU,30710,6,55,AL042003,-5,0,25.9,-63,-82
CLAU,30710,12,70,AL042003,-20,15,20.5,-58,-120
CLAU,30710,18,55,AL042003,-10,0,19.3,-72,-114
CLAU,30711,0,50,AL042003,-5,-20,20.7,-72,-58
CLAU,30711,6,50,AL042003,-5,-5,23.6,-70,-7
CLAU,30711,12,50,AL042003,-5,9999,17.8,-67,9999
CLAU,30711,18,45,AL042003,0,9999,22.3,-57,-1
CLAU,30712,0,45,AL042003,0,9999,25.4,-63,113
CLAU,30712,6,45,AL042003,0,0,22.1,-79,126
CLAU,30712,12,45,AL042003,5,0,22.5,-96,120
CLAU,30712,18,45,AL042003,5,0,28.9,-98,-20
CLAU,30713,0,45,AL042003,10,0,27.8,-96,90
CLAU,30713,6,45,AL042003,10,0,24.3,-100,129
CLAU,30713,12,50,AL042003,5,5,24.5,-103,56
CLAU,30713,18,50,AL042003,10,5,28.1,-97,38
CLAU,30714,0,55,AL042003,5,5,26.4,-85,31
CLAU,30714,6,55,AL042003,10,5,29.6,-92,48
CLAU,30714,12,55,AL042003,20,0,23,-98,29
CLAU,30714,18,60,AL042003,10,5,20.1,-80,23
CLAU,30715,0,60,AL042003,-10,5,21.1,-69,34
CLAU,30715,6,65,AL042003,-25,5,20.4,-80,17
CLAU,30715,12,75,AL042003,-40,15,12.3,-80,28
CLAU,30715,18,70,AL042003,-35,9999,9.4,-68,-4
CLAU,30716,0,50,AL042003,-20,9999,7.2,-76,25
CLAU,30716,6,40,AL042003,9999,9999,10.6,-104,96
CLAU,30716,12,35,AL042003,9999,9999,6.5,-112,55
CLAU,30716,18,35,AL042003,9999,9999,6.2,-84,69
CLAU,30717,0,30,AL042003,9999,9999,9.6,-59,17
DANN,30716,12,25,AL052003,25,9999,10,-108,9999
DANN,30716,18,30,AL052003,25,9999,11.5,-94,1
DANN,30717,0,35,AL052003,20,10,6.9,-76,15
DANN,30717,6,45,AL052003,10,15,5.6,-57,20
DANN,30717,12,50,AL052003,10,15,0.8,-42,14
DANN,30717,18,55,AL052003,10,10,9.5,-31,26
DANN,30718,0,55,AL052003,10,5,9.8,-27,56
DANN,30718,6,55,AL052003,10,0,9.9,-26,32
DANN,30718,12,60,AL052003,5,5,10.1,-18,1
DANN,30718,18,65,AL052003,-5,10,8.2,-9,-4
DANN,30719,0,65,AL052003,-10,5,12.2,-7,30
DANN,30719,6,65,AL052003,-20,0,9.5,25,20
DANN,30719,12,65,AL052003,-25,0,18.7,65,33
DANN,30719,18,60,AL052003,-30,-5,29.2,49,38
DANN,30720,0,55,AL052003,-25,-10,24.9,30,150
DANN,30720,6,45,AL052003,9999,-15,27.8,24,196
DANN,30720,12,40,AL052003,9999,-15,20,26,210
DANN,30720,18,30,AL052003,9999,-15,23,2,215
DANN,30721,0,30,AL052003,9999,-10,16.3,-17,224
TD06,30719,18,30,AL062003,0,9999,5.4,-72,-31
TD06,30720,0,30,AL062003,0,9999,8.7,-76,23
TD06,30720,6,30,AL062003,0,0,9.4,-81,106
TD06,30720,12,30,AL062003,0,0,6.1,-90,131
TD06,30720,18,30,AL062003,9999,0,7.3,-96,71
TD06,30721,0,30,AL062003,9999,0,10.8,-99,80
TD06,30721,6,30,AL062003,9999,0,14.1,-102,134
TD06,30721,12,30,AL062003,9999,0,15,-102,3
TD07,30725,12,25,AL072003,-5,9999,6.5,-113,9999
TD07,30725,18,25,AL072003,-10,9999,12.7,-99,9999
TD07,30726,0,30,AL072003,-15,5,20.1,-86,9999
TD07,30726,6,25,AL072003,9999,0,16.7,-87,9999
TD07,30726,12,20,AL072003,9999,9999,8,-98,9999
TD07,30726,18,15,AL072003,9999,9999,0.8,-83,9999
TD07,30727,0,15,AL072003,9999,9999,3.9,-72,9999
ERIK,30814,18,35,AL082003,15,9999,8.2,-117,-42
ERIK,30815,0,40,AL082003,15,9999,6.9,-106,-65
ERIK,30815,6,40,AL082003,20,5,5.9,-111,-27
ERIK,30815,12,45,AL082003,20,5,10.3,-111,-58
ERIK,30815,18,50,AL082003,-15,10,15.4,-98,-97
ERIK,30816,0,55,AL082003,-30,10,12,-76,-108
ERIK,30816,6,60,AL082003,9999,10,12.8,-75,-97
ERIK,30816,12,65,AL082003,9999,10,14,-72,-137
ERIK,30816,18,35,AL082003,9999,9999,14.2,-91,-79
ERIK,30817,0,25,AL082003,9999,9999,11.6,-92,-46
TD09,30821,18,30,AL092003,9999,9999,0.5,-103,-46
TD09,30822,0,30,AL092003,9999,9999,11.6,-108,-6
TD09,30822,6,30,AL092003,9999,0,8.3,-110,126
TD09,30822,12,30,AL092003,9999,0,13,-112,73
FABI,30827,18,25,AL102003,15,9999,9.2,-112,-58
FABI,30828,0,30,AL102003,15,9999,2.7,-101,-56
FABI,30828,6,30,AL102003,20,5,7.7,-95,-40
FABI,30828,12,35,AL102003,15,5,9.3,-84,-20
FABI,30828,18,40,AL102003,20,10,8.6,-77,-41
